id,phrase,english,sourceTheme,evidence,sourceId,sourceCategory,rightsStatus,reviewBasis,decision,reviewCode,lifecycle,proposedPhrase,proposedEnglish,editorialTheme,emotionTheme,semanticCluster,cadenceGroup,englishStatus,dispatchStatus,dispatchConstraint,reviewerNote,reviewReason
sb_272,努力沉淀,Earn your depth,行动鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,departure,gentle_departure,daily_observation,short_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_273,新年暴富,"New year, sudden wealth",新年祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,blessing,luck_blessing,time_reflection,time_observation,approved,manual,"[""festival:new_year""]",新年限定,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_274,美好正在路上,Something lovely is on its way,美好祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,soft_hope,soft_hope,departure_motion,process_arrival,approved,rule,[],,保留：关系或过程表达自然，仍给读者留下投射空间
sb_275,热爱经久不息,Passion long-burning,生活鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,connection,daily_romance,connection,stance_sentence,approved,rule,[],,保留：关系或过程表达自然，仍给读者留下投射空间
sb_276,今天起 新开始,"From today, restart",行动鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,low_signal_or_narrow,retired,,,departure,gentle_departure,daily_observation,medium_action,archived,rule,[],,退出：独立成签的信息量不足，或场景过窄
sb_277,时光清浅,"Time, clear and unhurried",诗性意象,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,lyric_image,lyric_image,time_reflection,time_observation,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_278,明媚的日子奔来,Bright days rushing in,美好祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,明媚,Radiance,blessing,luck_blessing,daily_mood,mood_state,approved,rule,[],「明媚」,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_279,所愿皆成真,"All wished-for, real",美好祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,result_guarantee,retired,,,blessing,luck_blessing,blessing_wish,blessing_parallel,archived,rule,[],,退出：把愿望写成确定结果，承诺过满
sb_280,逐梦可乘凉,Chase dreams in shade,行动鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,awkward_or_generic,retired,,,departure,gentle_departure,rest_pause,medium_action,archived,rule,"[""season:summer""]",,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_281,云朵也自由,Even clouds roam free,自由浪漫,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,awkward_or_generic,retired,,,landscape,daily_romance,sky_wind,relational_phrase,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_282,远方自明朗,The far horizon grows clear,前路祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,awkward_or_generic,retired,,,soft_hope,soft_hope,distance_landscape,departure_action,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_286,昂首前瞻,"Head high, look on",行动鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,departure,gentle_departure,daily_observation,short_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_287,自然会相逢,Paths cross in their own time,情感表达,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,awkward_or_generic,retired,,,connection,daily_romance,connection,medium_plain,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_288,过滤烦恼,Filter the frets,治愈劝慰,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,rest,light_comfort,daily_observation,short_state,approved,rule,[],,保留：给出轻安顿或时间观察，没有要求读者表态
sb_289,保持好奇心,Keep curiosity alive,生活态度,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,daily_mood,daily_romance,daily_mood,stance_sentence,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_290,风动心也动,"Wind stirs, so does the heart",情感表达,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,awkward_or_generic,retired,,,landscape,daily_romance,sky_wind,relational_phrase,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_291,心情明媚,A sunlit mood,状态鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,daily_mood,daily_romance,daily_mood,mood_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_292,循梦而行,Walk the dream line,行动鼓励,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,departure,gentle_departure,daily_observation,short_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_293,美好不期而遇,Beauty meets by chance,美好祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,soft_hope,soft_hope,daily_observation,stance_sentence,approved,rule,[],,保留：关系或过程表达自然，仍给读者留下投射空间
sb_294,万象更新,Everything begins anew,新年祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,blessing,luck_blessing,daily_observation,short_blessing,approved,rule,"[""festival:spring_festival""]",,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_295,无限好运,Luck without limit,美好祝福,image_verified,S62,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,blessing,luck_blessing,blessing_wish,stance_short,approved,rule,[],,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_297,值得记录,Worth the jotting down,生活态度,image_verified,S63,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,self_stance,light_comfort,daily_observation,short_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_299,无所不达,Nothing out of reach,前路祝福,image_verified,S63,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,retire,result_guarantee,retired,,,soft_hope,soft_hope,daily_observation,stance_short,archived,rule,[],,退出：把愿望写成确定结果，承诺过满
sb_300,慢慢懂得,Understanding comes slowly,生活态度,social_text,S64,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,time_reflection,quiet_mirror,time_reflection,time_observation,approved,rule,[],,保留：给出轻安顿或时间观察，没有要求读者表态
sb_302,保持好奇,Stay curious,生活态度,image_verified,S66,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,daily_mood,daily_romance,daily_mood,stance_short,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_304,解锁新成就,New achievement unlocked,行动鼓励,image_verified,S67,external_observed,external_source_recorded_no_clearance_claim,fresh_initial_content_review,keep,approved_initial,active,,,departure,gentle_departure,daily_observation,medium_action,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_2001,来杯冰美式,"An iced americano, please",季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,medium_plain,approved,rule,"[""season:summer""]",,保留：具体物象和季节触感能独立承载情绪
sb_2002,第一口冰咖啡最上头,First sip of iced coffee hits,季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,low_signal_or_narrow,retired,,,seasonal_image,daily_romance,seasonal_nature,long_sentence,archived,rule,"[""season:summer""]",,退出：独立成签的信息量不足，或场景过窄
sb_2003,空调和西瓜不能少,"AC and watermelon, non-negotiable",季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,low_signal_or_narrow,retired,,,seasonal_image,daily_romance,seasonal_nature,stance_sentence,archived,rule,"[""season:summer""]",,退出：独立成签的信息量不足，或场景过窄
sb_2004,今天又想吃冰的了,Craving something icy again,季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,low_signal_or_narrow,retired,,,seasonal_image,daily_romance,seasonal_nature,long_sentence,archived,rule,"[""season:summer""]",,退出：独立成签的信息量不足，或场景过窄
sb_2005,傍晚的风总算凉了,The evening breeze has finally cooled,季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,seasonal_image,daily_romance,sky_wind,landscape_image,archived,manual,"[""season:summer""]",,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_2006,楼下的青蛙好聒噪,Frogs downstairs won't hush,季节心情,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,long_sentence,approved,manual,"[""season:summer""]",夏天限定,保留：具体物象和季节触感能独立承载情绪
sb_2021,妈妈包的粽子最好吃,Mom's zongzi are the best,节日祝福,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,blessing,luck_blessing,daily_observation,long_sentence,approved,manual,"[""festival:dragon_boat""]",端午节限定,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_2022,甜粽还是咸粽你站哪边,Sweet or savory zongzi?,节日祝福,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,甜还是咸,Sweet or savory?,blessing,luck_blessing,daily_observation,short_blessing,approved,manual,"[""festival:dragon_boat""]",「甜还是咸」 端午节限定,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_2023,月亮今晚好像特别圆,The moon looks especially full tonight,节日祝福,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,landscape,daily_romance,daily_observation,stance_sentence,archived,rule,"[""festival:mid_autumn""]",,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_2035,一年已经过半了,Half the year has already passed,人生感怀,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,time_reflection,quiet_mirror,time_reflection,time_observation,archived,manual,"[""month:7""]",,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_2041,下雨天最适合赖床,Rainy days are made for sleeping in,季节画面,generated,GEN2,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,seasonal_image,daily_romance,weather_rain,landscape_image,archived,rule,"[""weather:rain""]",,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_2042,站在能分割世界的桥,On a bridge that divides the world,诗性意象,user_provided,USER,user_provided,rights_cleared,fresh_initial_content_review,keep,approved_initial,active,,,lyric_image,lyric_image,distance_landscape,long_sentence,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_2043,等一场雨,Waiting for rain,季节画面,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,weather_rain,process_arrival,approved,rule,[],,保留：具体物象和季节触感能独立承载情绪
sb_2044,雨后有微光,A glimmer after rain,前路祝福,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,landscape,daily_romance,weather_rain,landscape_image,approved,rule,[],,保留：具体物象和季节触感能独立承载情绪
sb_2045,风过长街,Wind passes down the long street,旅途浪漫,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,landscape,daily_romance,sky_wind,short_image,approved,rule,[],,保留：具体物象和季节触感能独立承载情绪
sb_2046,听蝉声,Listening to cicadas,季节画面,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,short_image,approved,rule,"[""season:summer"", ""season:autumn""]",,保留：具体物象和季节触感能独立承载情绪
sb_2047,长昼将尽,The long day is ending,季节画面,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,short_plain,approved,manual,"[""solar_term:xiazhi""]",夏至前后限定,保留：具体物象和季节触感能独立承载情绪
sb_2048,夏意半熟,"Summer, half-ripe",季节心情,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,short_plain,approved,rule,"[""season:summer""]",,保留：具体物象和季节触感能独立承载情绪
sb_2049,汗水发光,Sweat catches light,状态鼓励,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,self_stance,light_comfort,daily_observation,short_state,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_2050,歇会儿,Rest for a while,从容劝慰,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,rest,light_comfort,rest_pause,rest_state,approved,rule,[],,保留：给出轻安顿或时间观察，没有要求读者表态
sb_2051,快乐冒泡,Joy bubbles up,即时心情,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,daily_observation,daily_romance,daily_observation,short_plain,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_2052,好运加冰,Luck on ice,美好祝福,generated,GEN5,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,blessing,luck_blessing,blessing_wish,blessing_parallel,approved,manual,"[""season:summer""]",,保留：作为初始好运签简短自然，未因假定曝光而降级
sb_2053,雨停再走,Wait for the rain to stop,季节画面,generated,GEN6,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,weather_rain,departure_action,approved,rule,[],,保留：具体物象和季节触感能独立承载情绪
sb_2054,偷得浮生半日凉,A stolen half-day in the cool,生活态度,generated,GEN6,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,self_stance,light_comfort,rest_pause,medium_plain,approved,manual,"[""season:summer""]",,保留：短句自然，有人味，能在静屏上独立成立
sb_2055,杯中有远山,Far hills in the cup,诗性意象,generated,GEN7,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,landscape,daily_romance,distance_landscape,relational_phrase,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
sb_2056,青山不语,Green hills say nothing,诗性意象,generated,GEN7,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,青山妩媚,"Green hills, graceful",landscape,daily_romance,distance_landscape,short_image,approved,rule,[],「青山妩媚」,保留：具体物象和季节触感能独立承载情绪
sb_2057,孤独海怪,A lonely sea monster,诗性意象,user_provided,USER,user_provided,rights_cleared,fresh_initial_content_review,keep,approved_initial,active,孤独的海怪,The lonely sea monster,landscape,daily_romance,distance_landscape,landscape_image,approved,rule,[],「孤独的海怪」,保留：具体物象和季节触感能独立承载情绪
sb_2058,蝉声稀,Cicada song grows sparse,季节画面,generated,GEN8,editorial_original,editorial_origin_recorded,fresh_initial_content_review,keep,approved_initial,active,,,seasonal_image,daily_romance,seasonal_nature,short_image,approved,rule,"[""season:summer"", ""season:autumn""]",,保留：具体物象和季节触感能独立承载情绪
sb_2059,囿于昼夜,Bound within day and night,诗性意象,user_provided,USER,user_provided,rights_cleared,fresh_initial_content_review,keep,approved_initial,active,,,lyric_image,lyric_image,time_reflection,time_observation,approved,rule,[],,保留：短句自然，有人味，能在静屏上独立成立
sb_2060,旧钟慢两分,The old clock runs two minutes slow,人生感怀,generated,GEN8,editorial_original,editorial_origin_recorded,fresh_initial_content_review,retire,awkward_or_generic,retired,,,time_reflection,quiet_mirror,time_reflection,time_observation,archived,rule,[],,退出：表达生硬、偏泛或缺少可感知的画面与关系
